timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.086391,-0.151723,0.212211,,,,
0.0002,0,5,0,0,0,0,0,0,0.087157,-0.151128,0.212290,-0.069473,0.080075,-0.028636,-0.993953
0.0444,3,5,4,4,1,0,3,3,0.087117,-0.151152,0.212254,-0.072636,0.071896,-0.024642,-0.994459
0.0824,11,11,11,12,11,9,12,11,0.087069,-0.151271,0.212075,-0.076698,0.066337,-0.025951,-0.994507
0.1184,21,20,22,21,16,15,17,15,0.086770,-0.151545,0.212542,-0.081947,0.072408,-0.033892,-0.993425
0.1563,32,32,33,33,19,19,19,18,0.086322,-0.152249,0.212317,-0.118409,0.069551,-0.024190,-0.990231
0.1925,43,44,42,45,19,19,19,20,0.086117,-0.152437,0.212638,-0.099484,0.084284,-0.026223,-0.991116
0.2286,54,55,55,57,20,18,20,20,0.085687,-0.152779,0.212598,-0.102490,0.066941,-0.014497,-0.992373
0.2663,66,68,65,68,19,19,19,20,0.085228,-0.153281,0.212818,-0.105963,0.081249,-0.023012,-0.990778
0.3028,78,79,77,78,20,19,20,19,0.084687,-0.153506,0.212628,-0.106240,0.092180,-0.032267,-0.989533
0.3383,89,90,87,91,20,19,19,19,0.084413,-0.153992,0.212397,-0.101688,0.079389,-0.023409,-0.991367
0.3764,100,102,99,102,19,18,20,20,0.084064,-0.154350,0.212538,-0.100372,0.091593,-0.024614,-0.990419
0.4124,110,113,110,113,19,18,20,20,0.083343,-0.154714,0.212314,-0.098166,0.077581,-0.019915,-0.991942
0.4503,122,125,121,124,19,19,19,19,0.083004,-0.155062,0.212683,-0.100297,0.096361,-0.024971,-0.989965
0.4864,134,137,132,134,20,19,20,17,0.082431,-0.155412,0.212443,-0.096707,0.101265,-0.029515,-0.989708
0.5243,146,148,143,147,19,18,21,20,0.081873,-0.156069,0.212555,-0.108172,0.110012,-0.025421,-0.987699
0.5634,158,160,155,159,19,18,19,20,0.081110,-0.156363,0.212062,-0.120243,0.064551,-0.012184,-0.990569
0.5996,169,171,165,170,20,18,18,19,0.080823,-0.156671,0.211628,-0.125697,0.051065,-0.005412,-0.990739
