timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.084557,-0.151152,0.212923,,,,
0.0005,0,4,0,0,0,0,0,0,0.084952,-0.150728,0.212867,-0.091388,0.079646,-0.028365,-0.992220
0.0376,0,5,0,0,0,0,0,0,0.084954,-0.150813,0.212832,-0.091429,0.081985,-0.026887,-0.992067
0.0740,4,6,6,6,4,0,6,6,0.084993,-0.150738,0.212848,-0.091487,0.079203,-0.028334,-0.992247
0.1119,14,13,15,15,13,11,14,13,0.084900,-0.150852,0.213023,-0.082006,0.083877,-0.029003,-0.992672
0.1501,25,24,25,24,17,16,17,15,0.084611,-0.151224,0.213050,-0.088620,0.092601,-0.026548,-0.991396
0.1862,35,35,36,36,19,18,19,19,0.084328,-0.151625,0.212775,-0.081184,0.085112,-0.022559,-0.992802
0.2222,47,47,46,48,19,19,19,21,0.083920,-0.151956,0.212753,-0.086534,0.088593,-0.024806,-0.991992
0.2582,58,58,57,60,20,19,20,20,0.083394,-0.152305,0.213048,-0.086808,0.092752,-0.029151,-0.991469
0.2962,70,70,69,71,20,19,20,20,0.082848,-0.152690,0.212789,-0.107043,0.083235,-0.025031,-0.990448
0.3321,81,83,80,83,20,19,20,19,0.082461,-0.153125,0.212194,-0.112266,0.047413,-0.011800,-0.992476
0.3701,92,94,91,95,19,18,19,20,0.082114,-0.153608,0.212266,-0.117486,0.043087,-0.009572,-0.992093
0.4083,104,106,102,106,20,19,20,20,0.081815,-0.154087,0.212392,-0.102351,0.066804,-0.015178,-0.992387
0.4440,115,117,113,117,19,18,19,20,0.081176,-0.154466,0.212352,-0.122805,0.079450,-0.022051,-0.989000
0.4820,127,129,124,128,19,19,20,19,0.080647,-0.154786,0.212380,-0.131418,0.068604,-0.023461,-0.988672
0.5183,138,141,136,139,20,19,20,17,0.080558,-0.155472,0.212344,-0.110386,0.087763,-0.022204,-0.989757
