timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.094786,-0.152345,0.212426,,,,
0.0003,0,-4,0,0,0,0,0,0,0.093474,-0.151219,0.212916,-0.092384,0.072268,-0.029601,-0.992656
0.0366,1,-4,0,-1,0,0,0,0,0.093521,-0.151119,0.212715,-0.098814,0.073945,-0.030083,-0.991899
0.0743,5,-7,6,-6,4,-3,7,-6,0.093437,-0.151253,0.212997,-0.094654,0.071165,-0.029078,-0.992537
0.1119,14,-15,16,-15,12,-14,14,-13,0.093494,-0.151382,0.213049,-0.094922,0.069566,-0.029691,-0.992607
0.1485,25,-26,25,-25,17,-17,17,-15,0.093787,-0.151646,0.213057,-0.103284,0.073690,-0.029225,-0.991488
0.1846,35,-37,37,-36,19,-19,20,-18,0.094301,-0.151917,0.212768,-0.109990,0.053447,-0.022640,-0.992236
0.2226,47,-50,48,-49,19,-19,20,-21,0.094567,-0.152433,0.212447,-0.102242,0.052406,-0.021488,-0.993146
0.2594,59,-61,58,-61,20,-18,20,-21,0.094978,-0.152794,0.212533,-0.103304,0.051370,-0.020643,-0.993108
0.2964,71,-72,70,-73,20,-18,20,-20,0.095320,-0.153088,0.212695,-0.102775,0.050994,-0.017394,-0.993244
0.3333,82,-83,80,-84,20,-19,20,-20,0.095817,-0.153165,0.213087,-0.078258,0.058000,-0.022865,-0.994982
0.3699,92,-95,92,-95,19,-18,19,-19,0.096281,-0.153688,0.212859,-0.101492,0.055029,-0.023007,-0.993047
0.4064,104,-107,103,-107,20,-19,20,-20,0.096645,-0.154184,0.212829,-0.103593,0.047584,-0.022600,-0.993224
0.4443,116,-118,114,-118,20,-19,19,-20,0.097052,-0.154584,0.212725,-0.111233,0.042507,-0.019494,-0.992693
0.4806,127,-130,125,-130,19,-18,19,-20,0.097438,-0.154861,0.213181,-0.110452,0.053044,-0.024007,-0.992175
0.5173,138,-141,136,-141,20,-19,20,-19,0.098108,-0.155344,0.212712,-0.121819,0.040865,-0.022006,-0.991467
0.5536,150,-153,147,-153,20,-18,20,-19,0.098484,-0.155862,0.212646,-0.121479,0.040068,-0.016966,-0.991640
