timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.103319,-0.147510,0.215801,,,,
0.0004,0,0,2,0,0,0,0,0,0.103220,-0.147239,0.216037,-0.094481,0.058267,-0.021614,-0.993585
0.0409,2,0,4,0,1,0,1,0,0.103149,-0.147207,0.216023,-0.096903,0.054212,-0.020902,-0.993596
0.0779,9,0,11,0,10,0,10,0,0.103216,-0.147324,0.216087,-0.096451,0.058962,-0.022206,-0.993342
0.1149,20,0,21,0,16,0,15,0,0.103454,-0.147542,0.216077,-0.101846,0.050902,-0.020457,-0.993286
0.1519,31,0,31,0,18,0,18,0,0.103452,-0.147880,0.215728,-0.110797,0.035938,-0.016042,-0.993064
0.1892,42,0,42,0,19,0,19,0,0.103241,-0.148249,0.216138,-0.105846,0.047076,-0.015797,-0.993142
0.2259,54,0,53,0,19,0,18,0,0.103338,-0.148547,0.216258,-0.099775,0.045689,-0.018890,-0.993781
0.2631,67,0,65,0,21,0,20,0,0.103519,-0.149074,0.216139,-0.082781,0.043108,-0.022794,-0.995374
0.2999,78,0,76,0,19,0,20,0,0.103565,-0.149244,0.216355,-0.075256,0.052398,-0.027585,-0.995404
0.3367,89,0,88,0,19,0,20,0,0.103565,-0.149244,0.216355,-0.075256,0.052398,-0.027585,-0.995404
0.3729,100,0,98,0,19,0,19,0,0.103419,-0.150413,0.216577,-0.098250,0.066749,-0.018534,-0.992748
0.4108,113,0,109,0,19,0,18,0,0.103397,-0.150778,0.216478,-0.087086,0.058424,-0.021258,-0.994259
0.4469,124,0,121,0,19,0,20,0,0.103589,-0.151185,0.216370,-0.094754,0.047684,-0.016845,-0.994215
0.4838,135,0,132,0,20,0,20,0,0.103586,-0.151614,0.216187,-0.105223,0.048571,-0.017230,-0.993112
0.5200,148,0,144,0,20,0,20,0,0.103718,-0.152008,0.215949,-0.110714,0.039016,-0.013158,-0.992999
0.5579,159,0,154,0,19,0,19,0,0.103768,-0.152383,0.216121,-0.105647,0.051575,-0.018766,-0.992888
0.5949,171,0,165,0,19,0,19,0,0.103752,-0.152960,0.216038,-0.094447,0.042955,-0.020135,-0.994399
0.6318,182,0,176,0,19,0,19,0,0.103823,-0.153669,0.216202,-0.117359,0.049220,-0.013552,-0.991777
0.6678,194,0,187,0,20,0,20,0,0.103779,-0.153927,0.215914,-0.125323,0.030485,-0.009237,-0.991605
0.7038,206,0,199,0,20,0,20,0,0.103714,-0.154169,0.216353,-0.114545,0.044147,-0.011873,-0.992366
0.7400,216,0,210,0,19,0,18,0,0.103740,-0.154691,0.216296,-0.114182,0.042436,-0.013043,-0.992468
0.7789,228,0,221,0,19,0,19,0,0.103807,-0.155227,0.216142,-0.119803,0.044258,-0.015286,-0.991693
0.8158,240,0,233,0,19,0,20,0,0.103925,-0.155579,0.216367,-0.116856,0.055358,-0.017948,-0.991442
0.8530,251,0,244,0,19,0,20,0,0.103785,-0.156108,0.216710,-0.111115,0.062957,-0.019932,-0.991611
0.8897,262,0,255,0,19,0,20,0,0.103946,-0.156504,0.216756,-0.116443,0.061143,-0.017269,-0.991163
0.9257,274,0,266,0,20,0,18,0,0.103866,-0.156914,0.216504,-0.109979,0.058447,-0.021424,-0.991983
0.9618,285,0,277,0,20,0,21,0,0.103856,-0.157173,0.216416,-0.108873,0.052312,-0.021413,-0.992447
0.9979,297,0,288,0,19,0,19,0,0.103854,-0.157509,0.216534,-0.107519,0.060754,-0.026342,-0.991995
1.0349,309,0,299,0,20,0,19,0,0.104041,-0.158102,0.215724,-0.115233,0.038468,-0.022370,-0.992341
1.0716,320,0,310,0,19,0,19,0,0.104115,-0.158821,0.215991,-0.122242,0.045654,-0.016358,-0.991315
1.1080,332,0,320,0,20,0,19,0,0.103965,-0.159390,0.216293,-0.136398,0.061952,-0.021180,-0.988488
1.1447,344,0,332,0,20,0,20,0,0.104012,-0.159570,0.216352,-0.130618,0.055272,-0.019048,-0.989708
1.1807,355,0,343,0,19,0,20,0,0.103918,-0.159899,0.216564,-0.134012,0.060730,-0.018900,-0.988937
1.2174,366,0,354,0,18,0,21,0,0.103916,-0.160388,0.216065,-0.141054,0.058312,-0.016450,-0.988146
1.2537,376,0,365,0,18,0,19,0,0.104158,-0.161068,0.215822,-0.153781,0.039934,-0.014533,-0.987191
1.2900,388,0,376,0,20,0,19,0,0.104431,-0.161450,0.215730,-0.135838,0.031569,-0.013413,-0.990137
1.3267,399,0,386,0,20,0,20,0,0.104221,-0.162000,0.215889,-0.137512,0.039832,-0.014658,-0.989590
1.3631,410,0,399,0,19,0,20,0,0.103991,-0.162321,0.216038,-0.144185,0.038643,-0.016483,-0.988659
1.3997,421,0,409,0,18,0,20,0,0.103928,-0.162633,0.216116,-0.153380,0.034952,-0.017783,-0.987389
1.4366,434,0,419,0,19,0,20,0,0.103932,-0.162976,0.216044,-0.160732,0.031703,-0.013159,-0.986401
1.4726,445,0,430,0,20,0,19,0,0.104122,-0.163423,0.216071,-0.155607,0.043467,-0.014217,-0.986760
1.5089,457,0,441,0,20,0,19,0,0.104078,-0.163808,0.215693,-0.157911,0.032523,-0.012300,-0.986841
1.5458,469,0,451,0,20,0,19,0,0.104181,-0.164544,0.215609,-0.155239,0.042829,-0.013221,-0.986860
1.5817,479,0,463,0,18,0,20,0,0.104053,-0.164793,0.215521,-0.168673,0.037316,-0.012551,-0.984886
1.6176,491,0,473,0,19,0,19,0,0.104062,-0.165329,0.215624,-0.156177,0.041355,-0.015455,-0.986742
1.6536,502,0,484,0,20,0,20,0,0.103991,-0.165710,0.215884,-0.149485,0.049915,-0.017609,-0.987346
1.6898,514,0,495,0,20,0,20,0,0.103938,-0.166078,0.215813,-0.157416,0.042660,-0.015835,-0.986484
1.7278,524,0,507,0,18,0,20,0,0.104054,-0.166337,0.215831,-0.155132,0.049190,-0.017789,-0.986508
1.7648,536,0,518,0,19,0,20,0,0.103984,-0.166749,0.215668,-0.156627,0.024379,-0.009235,-0.987314
1.8016,548,0,528,0,20,0,19,0,0.103987,-0.167279,0.215455,-0.172521,0.028116,-0.007165,-0.984578
1.8377,560,0,540,0,21,0,20,0,0.103893,-0.168007,0.215811,-0.176210,0.054425,-0.017054,-0.982699
1.8757,571,0,551,0,19,0,20,0,0.104016,-0.168415,0.215595,-0.180185,0.053118,-0.015975,-0.982068
1.9120,582,0,562,0,18,0,20,0,0.103974,-0.168593,0.215660,-0.181080,0.037232,-0.013238,-0.982674
1.9489,594,0,573,0,20,0,19,0,0.103997,-0.169068,0.215728,-0.163803,0.045728,-0.016084,-0.985301
1.9858,606,0,583,0,21,0,18,0,0.103915,-0.169380,0.215654,-0.174770,0.042855,-0.010996,-0.983615
2.0227,619,0,594,0,21,0,19,0,0.103847,-0.169806,0.215893,-0.165038,0.057741,-0.016227,-0.984462
2.0597,630,0,605,0,19,0,20,0,0.104156,-0.170218,0.215280,-0.169872,0.035194,-0.017733,-0.984678
2.0958,641,0,617,0,19,0,20,0,0.103918,-0.170727,0.215405,-0.180717,0.036664,-0.016520,-0.982713
2.1318,652,0,627,0,19,0,20,0,0.103905,-0.171479,0.215196,-0.196617,0.031080,-0.008812,-0.979948
2.1676,663,0,638,0,19,0,19,0,0.103447,-0.171463,0.214420,-0.183424,-0.013808,-0.008481,-0.982900
2.2040,675,0,649,0,20,0,19,0,0.103837,-0.171882,0.214869,-0.204579,0.020058,-0.002166,-0.978642
2.2416,686,0,660,0,19,0,19,0,0.104031,-0.172478,0.215118,-0.192547,0.044054,-0.005110,-0.980285
2.2786,698,0,671,0,20,0,20,0,0.104085,-0.173039,0.215133,-0.196898,0.059665,-0.010450,-0.978551
2.3156,710,0,682,0,20,0,19,0,0.103797,-0.173548,0.215342,-0.198779,0.062817,-0.013102,-0.977941
2.3526,721,0,693,0,20,0,19,0,0.103945,-0.174015,0.215153,-0.191580,0.058075,-0.015973,-0.979627
2.3917,733,0,705,0,19,0,20,0,0.104188,-0.174273,0.215107,-0.187708,0.062226,-0.020113,-0.980045
2.4282,745,0,716,0,18,0,19,0,0.103820,-0.174431,0.215149,-0.197614,0.045105,-0.014021,-0.979141
2.4677,758,0,729,0,20,0,19,0,0.103906,-0.175131,0.214795,-0.200259,0.066390,-0.015469,-0.977369
2.5047,770,0,739,0,21,0,19,0,0.104107,-0.175264,0.214502,-0.201756,0.056310,-0.016172,-0.977682
2.5417,781,0,750,0,20,0,20,0,0.103841,-0.175466,0.214448,-0.203142,0.038827,-0.009737,-0.978331
2.5778,791,0,762,0,18,0,20,0,0.103998,-0.175909,0.214569,-0.199365,0.061277,-0.014849,-0.977895
2.6146,803,0,773,0,18,0,19,0,0.104095,-0.176518,0.214694,-0.212202,0.054440,-0.015941,-0.975578
2.6518,816,0,785,0,20,0,20,0,0.103667,-0.177245,0.214563,-0.218307,0.054928,-0.014909,-0.974219
2.6973,830,0,798,0,21,0,19,0,0.103908,-0.177561,0.214540,-0.203263,0.051974,-0.015310,-0.977624
2.7425,843,0,812,0,18,0,20,0,0.104004,-0.178045,0.214549,-0.208017,0.055981,-0.016583,-0.976381
2.7836,857,0,824,0,20,0,20,0,0.104071,-0.178334,0.214215,-0.200024,0.050259,-0.015496,-0.978379
2.8196,869,0,835,0,20,0,21,0,0.104136,-0.178732,0.213984,-0.198870,0.049283,-0.014638,-0.978676
2.8568,881,0,846,0,20,0,19,0,0.104063,-0.179234,0.214092,-0.198975,0.046169,-0.010195,-0.978863
2.8938,891,0,857,0,19,0,18,0,0.103902,-0.179464,0.214089,-0.208503,0.057379,-0.012864,-0.976252
2.9306,902,0,868,0,18,0,19,0,0.103951,-0.179746,0.214429,-0.212765,0.060184,-0.016267,-0.975112
2.9667,914,0,878,0,20,0,20,0,0.104068,-0.180125,0.214294,-0.199661,0.062999,-0.019625,-0.977641
3.0026,926,0,890,0,21,0,20,0,0.103714,-0.180616,0.214095,-0.222539,0.058673,-0.007531,-0.973128
3.0385,938,0,901,0,20,0,18,0,0.103919,-0.181095,0.213952,-0.220546,0.071042,-0.010593,-0.972728
3.0747,949,0,912,0,19,0,19,0,0.104118,-0.181474,0.213504,-0.224234,0.063514,-0.009959,-0.972412
3.1128,961,0,924,0,19,0,20,0,0.103965,-0.181921,0.213751,-0.219512,0.074613,-0.014882,-0.972639
3.1488,973,0,936,0,20,0,19,0,0.104091,-0.182184,0.213583,-0.228177,0.061007,-0.017510,-0.971549
3.1855,985,0,946,0,20,0,20,0,0.104042,-0.182424,0.213331,-0.221943,0.055400,-0.016222,-0.973349
3.2215,996,0,957,0,20,0,19,0,0.103851,-0.182629,0.213308,-0.220829,0.049924,-0.015362,-0.973913
3.2587,1006,0,969,0,19,0,19,0,0.103753,-0.183042,0.213124,-0.226052,0.052857,-0.007969,-0.972647
3.2956,1018,0,980,0,20,0,20,0,0.104109,-0.183387,0.212795,-0.228807,0.049585,-0.010648,-0.972150
3.3316,1030,0,992,0,20,0,20,0,0.104108,-0.183827,0.213008,-0.224266,0.068419,-0.011571,-0.972054
3.3685,1042,0,1003,0,20,0,19,0,0.104036,-0.184066,0.213071,-0.229810,0.060907,-0.010653,-0.971269
3.4045,1052,0,1014,0,19,0,19,0,0.104262,-0.184510,0.213048,-0.244409,0.059390,-0.006672,-0.967829
3.4407,1064,0,1025,0,19,0,19,0,0.104245,-0.184689,0.213148,-0.250130,0.061009,-0.006762,-0.966264
3.4768,1076,0,1036,0,19,0,20,0,0.104195,-0.185048,0.212979,-0.248375,0.075199,-0.016065,-0.965607
3.5126,1087,0,1048,0,19,0,20,0,0.104032,-0.185464,0.212651,-0.253325,0.068380,-0.015485,-0.964837
3.5487,1099,0,1059,0,20,0,18,0,0.104227,-0.185776,0.212165,-0.244054,0.052553,-0.011652,-0.968267
3.5867,1110,0,1071,0,19,0,20,0,0.104297,-0.186196,0.212039,-0.242323,0.052616,-0.011756,-0.968697
3.6228,1122,0,1083,0,20,0,20,0,0.104394,-0.186536,0.211717,-0.231196,0.047857,-0.011650,-0.971660
3.6587,1134,0,1095,0,20,0,20,0,0.104278,-0.186733,0.211434,-0.238676,0.043263,-0.008307,-0.970099
3.6945,1146,0,1106,0,20,0,19,0,0.104260,-0.187187,0.211443,-0.247056,0.044011,-0.007602,-0.967971
3.7327,1158,0,1118,0,20,0,20,0,0.104193,-0.187603,0.211878,-0.253415,0.058979,-0.005022,-0.965545
3.7686,1169,0,1129,0,19,0,19,0,0.104836,-0.188099,0.211812,-0.248237,0.065865,-0.010502,-0.966401
3.8056,1180,0,1140,0,20,0,19,0,0.104697,-0.188446,0.211845,-0.251522,0.070736,-0.012118,-0.965187
3.8416,1191,0,1151,0,19,0,20,0,0.104715,-0.188724,0.211813,-0.257490,0.072818,-0.012055,-0.963458
3.8777,1202,0,1162,0,19,0,19,0,0.104871,-0.189131,0.211656,-0.247091,0.067991,-0.013491,-0.966510
