timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.084589,-0.144944,0.212525,,,,
0.0003,0,4,0,0,0,0,0,0,0.084935,-0.145305,0.212242,-0.089229,0.055984,-0.017540,-0.994282
0.0461,-3,5,-3,4,-2,0,-2,3,0.084918,-0.145335,0.212144,-0.089983,0.049218,-0.014105,-0.994626
0.0828,-12,11,-11,12,-12,9,-11,11,0.084857,-0.145197,0.212069,-0.094425,0.049796,-0.012788,-0.994204
0.1191,-21,20,-21,21,-15,15,-17,15,0.084786,-0.144831,0.212494,-0.081262,0.076503,-0.021524,-0.993519
0.1573,-32,32,-33,33,-18,19,-19,18,0.083935,-0.144336,0.212440,-0.073507,0.072837,-0.024746,-0.994323
0.1938,-44,44,-43,45,-20,19,-19,20,0.083520,-0.144050,0.212903,-0.070250,0.100499,-0.025178,-0.992135
0.2299,-56,55,-54,56,-20,18,-18,20,0.083096,-0.143621,0.212417,-0.078036,0.080655,-0.024936,-0.993370
0.2660,-67,67,-66,68,-20,19,-20,20,0.082763,-0.143133,0.212741,-0.066839,0.097299,-0.028772,-0.992592
0.3025,-78,79,-77,79,-18,19,-21,18,0.082518,-0.142759,0.212708,-0.059522,0.103114,-0.027929,-0.992494
0.3388,-88,90,-88,91,-20,18,-20,20,0.081822,-0.142232,0.212676,-0.045579,0.102571,-0.033023,-0.993132
0.3751,-100,102,-99,103,-20,19,-19,20,0.081403,-0.141966,0.211956,-0.067045,0.077559,-0.023641,-0.994450
0.4150,-113,114,-110,113,-20,18,-19,20,0.080925,-0.141631,0.211979,-0.066075,0.078710,-0.023107,-0.994437
0.4519,-122,125,-120,125,-19,18,-19,19,0.080373,-0.141218,0.212005,-0.084324,0.080002,-0.019688,-0.993027
0.4890,-134,138,-132,134,-17,20,-19,17,0.079878,-0.140676,0.212415,-0.064028,0.113414,-0.027713,-0.991095
0.5252,-145,148,-143,146,-19,17,-20,20,0.079337,-0.140340,0.211688,-0.058933,0.082197,-0.021190,-0.994646
0.5630,-157,160,-154,159,-20,18,-19,20,0.078838,-0.139807,0.211808,-0.059534,0.079720,-0.020893,-0.994819
0.6004,-168,172,-164,170,-20,18,-19,19,0.078188,-0.139391,0.211785,-0.067789,0.080884,-0.018132,-0.994250
0.6371,-178,183,-176,179,-18,18,-20,18,0.077886,-0.139161,0.211189,-0.065258,0.080264,-0.017919,-0.994474
0.6739,-189,195,-188,190,-19,19,-20,19,0.077514,-0.138930,0.211019,-0.049672,0.069625,-0.014423,-0.996231
0.7099,-202,206,-198,203,-22,18,-20,21,0.076874,-0.138235,0.211770,-0.066326,0.105484,-0.026444,-0.991854
0.7460,-214,217,-208,215,-20,19,-18,20,0.076333,-0.137751,0.211691,-0.063074,0.114581,-0.028594,-0.990997
0.7818,-223,228,-220,225,-19,18,-19,19,0.075904,-0.137387,0.211548,-0.062635,0.100875,-0.021694,-0.992688
0.8180,-233,240,-231,236,-18,19,-20,18,0.075506,-0.137148,0.210989,-0.044900,0.078128,-0.015583,-0.995810
0.8560,-246,252,-243,247,-19,19,-20,20,0.075212,-0.136535,0.211188,-0.051500,0.100771,-0.027506,-0.993195
0.8930,-257,263,-254,260,-21,18,-19,21,0.074389,-0.136024,0.211437,-0.064596,0.116820,-0.030906,-0.990568
0.9301,-269,275,-264,272,-20,19,-19,21,0.073882,-0.135643,0.211278,-0.055190,0.122587,-0.026585,-0.990565
0.9680,-281,287,-276,282,-19,19,-20,18,0.073576,-0.135272,0.211139,-0.047863,0.126682,-0.027869,-0.990396
