timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.091956,-0.149324,0.213196,,,,
0.0002,0,-4,0,0,0,0,0,0,0.091629,-0.149030,0.212844,-0.087255,0.077638,-0.029355,-0.992722
0.0463,3,-5,4,-4,2,0,3,-4,0.091685,-0.148930,0.212901,-0.077988,0.067632,-0.028379,-0.994253
0.0833,11,-11,12,-12,10,-9,12,-11,0.091659,-0.149085,0.212893,-0.086396,0.069211,-0.026853,-0.993491
0.1194,22,-22,22,-21,16,-15,16,-14,0.091823,-0.149398,0.213119,-0.103011,0.078615,-0.024978,-0.991254
0.1567,32,-34,32,-32,18,-19,19,-18,0.092335,-0.149695,0.212810,-0.105971,0.058259,-0.023654,-0.992379
0.1937,43,-45,43,-44,19,-19,19,-20,0.092694,-0.150147,0.212616,-0.105410,0.046665,-0.016577,-0.993195
0.2303,55,-57,54,-56,20,-19,20,-20,0.092908,-0.150678,0.212929,-0.104259,0.069877,-0.023736,-0.991808
0.2664,66,-68,65,-68,19,-19,19,-20,0.093553,-0.150828,0.213093,-0.089585,0.063317,-0.025083,-0.993648
0.3022,77,-78,76,-80,20,-18,20,-20,0.093960,-0.151129,0.213397,-0.095749,0.052735,-0.019805,-0.993810
0.3382,89,-90,86,-90,20,-18,19,-19,0.094294,-0.151584,0.212822,-0.118458,0.042909,-0.021465,-0.991799
0.3745,99,-101,98,-102,19,-18,20,-19,0.094732,-0.152011,0.212904,-0.110165,0.047538,-0.021004,-0.992554
0.4125,111,-113,109,-114,19,-18,20,-20,0.095296,-0.152352,0.212948,-0.119185,0.055470,-0.021425,-0.991090
0.4495,122,-125,120,-126,19,-19,18,-20,0.095729,-0.152529,0.213333,-0.110527,0.065616,-0.026652,-0.991347
0.4862,134,-136,131,-136,20,-19,20,-19,0.096136,-0.153134,0.213067,-0.127894,0.044345,-0.018640,-0.990621
0.5223,145,-147,142,-147,19,-18,21,-18,0.096670,-0.153531,0.212693,-0.125141,0.037143,-0.018013,-0.991280
0.5584,156,-158,152,-159,20,-19,19,-20,0.097075,-0.153739,0.212847,-0.115164,0.045703,-0.023046,-0.992027
0.5942,168,-170,163,-170,20,-18,19,-20,0.097609,-0.154155,0.213076,-0.115800,0.050783,-0.022236,-0.991724
0.6302,179,-181,174,-182,20,-18,18,-19,0.098180,-0.154496,0.213304,-0.107837,0.058526,-0.025844,-0.992108
0.6664,190,-192,185,-193,20,-19,20,-19,0.098695,-0.154896,0.213227,-0.112665,0.055893,-0.028563,-0.991649
0.7034,201,-203,196,-205,18,-18,20,-20,0.099223,-0.155391,0.212894,-0.117209,0.048054,-0.026080,-0.991601
0.7392,213,-215,206,-217,20,-19,20,-20,0.099425,-0.155772,0.213274,-0.115727,0.055880,-0.021734,-0.991470
0.7752,225,-225,217,-228,20,-18,20,-19,0.100170,-0.156341,0.213140,-0.137463,0.041293,-0.016844,-0.989503
0.8114,236,-237,227,-240,20,-18,19,-21,0.100622,-0.156768,0.212968,-0.135331,0.043305,-0.021909,-0.989611
0.8476,248,-249,239,-251,20,-19,19,-19,0.101046,-0.157141,0.213106,-0.139723,0.054611,-0.024020,-0.988392
0.8842,259,-261,250,-262,18,-18,19,-18,0.101550,-0.157385,0.213273,-0.120888,0.049985,-0.020410,-0.991197
0.9203,270,-272,261,-272,19,-18,20,-19,0.102252,-0.157792,0.213176,-0.127698,0.051980,-0.023547,-0.990170
0.9562,281,-283,271,-283,19,-19,19,-19,0.102701,-0.158278,0.213241,-0.122395,0.058793,-0.024956,-0.990424
0.9923,293,-295,283,-295,20,-19,19,-20,0.103227,-0.158729,0.212493,-0.129910,0.035650,-0.022444,-0.990631
1.0293,304,-307,294,-307,19,-18,20,-19,0.103683,-0.159071,0.212704,-0.127270,0.031573,-0.020949,-0.991144
1.0686,316,-319,306,-318,19,-18,20,-20,0.103969,-0.159427,0.212918,-0.132955,0.039619,-0.019487,-0.990138
1.1052,328,-329,317,-331,20,-18,19,-20,0.104362,-0.159881,0.212662,-0.139368,0.022500,-0.014894,-0.989873
1.1422,340,-340,327,-342,20,-18,19,-20,0.105027,-0.160617,0.212789,-0.139229,0.051032,-0.021496,-0.988711
1.1782,351,-352,339,-352,19,-19,20,-19,0.105554,-0.160941,0.212594,-0.142433,0.043217,-0.019375,-0.988671
1.2143,362,-363,350,-365,19,-18,19,-19,0.106093,-0.161267,0.212419,-0.151882,0.020268,-0.016198,-0.988058
1.2532,375,-374,361,-376,20,-18,19,-19,0.106511,-0.161740,0.212552,-0.144685,0.023078,-0.016752,-0.989067
1.2893,386,-386,372,-388,19,-19,20,-20,0.107085,-0.162133,0.212479,-0.143853,0.030144,-0.019852,-0.988941
1.3263,397,-398,383,-399,19,-19,19,-20,0.107541,-0.162534,0.212368,-0.148923,0.032722,-0.019809,-0.988109
1.3632,408,-410,395,-412,19,-19,19,-19,0.108018,-0.162978,0.212376,-0.152898,0.027423,-0.017901,-0.987699
1.4006,421,-421,406,-423,19,-18,19,-19,0.108446,-0.163306,0.212019,-0.160187,0.001570,-0.014087,-0.986985
1.4372,433,-432,417,-434,19,-18,21,-19,0.109037,-0.163831,0.211969,-0.155971,0.004346,-0.009937,-0.987702
1.4732,444,-444,429,-446,19,-19,20,-20,0.109526,-0.164244,0.212002,-0.160922,0.009336,-0.011705,-0.986854
1.5094,455,-455,439,-457,20,-18,18,-19,0.110015,-0.164557,0.211879,-0.164463,0.009306,-0.012327,-0.986262
1.5462,467,-465,450,-469,20,-18,19,-19,0.110573,-0.164930,0.212074,-0.160652,0.011116,-0.016342,-0.986813
1.5824,478,-477,462,-481,20,-19,19,-20,0.111125,-0.165316,0.211927,-0.164099,0.009040,-0.013818,-0.986306
1.6195,490,-488,472,-493,20,-18,20,-19,0.111466,-0.165766,0.211999,-0.153535,0.020297,-0.017742,-0.987775
1.6564,502,-500,484,-504,21,-18,20,-20,0.112081,-0.166297,0.211314,-0.175381,-0.003540,-0.009687,-0.984447
1.6942,514,-511,495,-516,20,-18,19,-20,0.112719,-0.166520,0.211312,-0.175367,-0.006113,-0.018695,-0.984307
1.7304,524,-522,507,-529,19,-18,19,-19,0.113124,-0.166932,0.211175,-0.180551,-0.008627,-0.014188,-0.983426
1.7692,536,-535,518,-540,19,-19,19,-19,0.113461,-0.167239,0.211230,-0.178192,-0.005130,-0.012874,-0.983898
1.8052,548,-546,529,-551,19,-19,20,-20,0.114250,-0.167671,0.211006,-0.163735,-0.016950,-0.011776,-0.986289
1.8412,559,-558,540,-563,19,-19,19,-19,0.114552,-0.168235,0.210699,-0.175518,-0.027524,-0.009289,-0.984048
1.8772,569,-569,551,-574,19,-19,19,-19,0.115210,-0.168508,0.210757,-0.180388,-0.028855,-0.005112,-0.983159
1.9141,581,-580,562,-586,20,-18,20,-19,0.115759,-0.168819,0.210742,-0.181582,-0.020822,-0.007057,-0.983130
1.9502,593,-591,574,-598,20,-19,20,-20,0.116190,-0.169192,0.210591,-0.184325,-0.020041,-0.008310,-0.982626
1.9862,605,-603,585,-610,19,-19,20,-19,0.116785,-0.169478,0.210670,-0.171000,-0.024961,-0.009032,-0.984913
