timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.093627,-0.151021,0.215507,,,,
0.0003,0,4,0,0,0,0,0,0,0.094004,-0.150940,0.215704,-0.098539,0.086375,-0.025878,-0.991040
0.0402,0,5,0,3,0,0,0,3,0.094047,-0.150950,0.215668,-0.096762,0.086986,-0.025971,-0.991159
0.0771,0,10,0,11,0,7,0,12,0.093976,-0.150906,0.215708,-0.100345,0.085479,-0.026897,-0.990909
0.1141,0,19,0,21,0,14,0,16,0.093690,-0.150935,0.215658,-0.107922,0.087822,-0.023910,-0.989984
0.1510,0,31,0,33,0,17,0,19,0.093231,-0.150967,0.215587,-0.106849,0.081343,-0.023360,-0.990667
0.1871,0,43,0,44,0,20,0,20,0.092926,-0.150975,0.215533,-0.109945,0.075961,-0.022055,-0.990785
0.2233,0,55,0,56,0,19,0,20,0.092531,-0.150966,0.215533,-0.102058,0.078051,-0.024366,-0.991412
0.2606,0,67,0,67,0,19,0,20,0.091846,-0.151119,0.215455,-0.109047,0.085990,-0.024167,-0.990015
0.2972,0,78,-1,80,0,18,0,20,0.091233,-0.151040,0.215191,-0.090022,0.073808,-0.023734,-0.992917
0.3341,0,89,0,91,0,18,0,20,0.090605,-0.151127,0.214928,-0.112398,0.071396,-0.020849,-0.990876
0.3700,0,101,0,102,0,19,0,19,0.090225,-0.151097,0.215097,-0.102901,0.064758,-0.020413,-0.992371
0.4062,0,112,-1,113,0,18,0,19,0.089824,-0.151050,0.215744,-0.088820,0.091956,-0.024002,-0.991503
0.4431,0,124,0,125,0,20,0,20,0.089187,-0.151169,0.215674,-0.101251,0.095892,-0.027364,-0.989851
0.4791,0,135,0,136,0,19,0,20,0.088608,-0.151332,0.215513,-0.103474,0.102839,-0.028151,-0.988901
0.5151,0,147,0,147,0,18,0,19,0.088455,-0.151179,0.215377,-0.101767,0.095355,-0.024666,-0.989921
0.5510,0,158,0,158,0,19,0,19,0.088108,-0.151088,0.215381,-0.090618,0.099144,-0.025490,-0.990611
0.5871,0,169,0,170,0,19,0,19,0.087409,-0.151320,0.214375,-0.119778,0.063723,-0.007300,-0.990727
0.6229,0,181,0,181,0,20,0,20,0.086986,-0.151342,0.214802,-0.109837,0.086626,-0.016503,-0.990030
0.6592,0,192,0,193,0,17,0,20,0.086482,-0.151392,0.214876,-0.121516,0.086229,-0.025562,-0.988506
0.6961,0,202,0,204,0,19,0,19,0.086013,-0.151505,0.214888,-0.119192,0.073509,-0.020568,-0.989933
0.7329,0,213,0,216,0,18,0,19,0.085191,-0.151354,0.214664,-0.127979,0.049364,-0.012336,-0.990471
0.7689,0,225,0,227,0,20,0,20,0.084727,-0.151517,0.214913,-0.133604,0.078526,-0.018990,-0.987736
0.8050,0,237,0,238,0,18,0,19,0.084380,-0.151531,0.214687,-0.116074,0.082298,-0.018670,-0.989649
0.8409,0,247,0,249,0,17,0,19,0.084014,-0.151498,0.215056,-0.093275,0.104420,-0.023397,-0.989873
0.8770,0,258,0,260,0,19,0,18,0.083595,-0.151621,0.215004,-0.099701,0.114636,-0.025604,-0.988060
0.9131,0,271,0,272,0,19,0,20,0.082991,-0.151845,0.214936,-0.118603,0.095348,-0.019724,-0.988157
0.9500,0,283,0,283,0,19,0,20,0.082526,-0.151793,0.214536,-0.113514,0.092121,-0.023473,-0.988978
0.9862,0,294,0,295,0,19,0,19,0.082024,-0.151768,0.214625,-0.105231,0.091555,-0.020120,-0.990020
