timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.109638,-0.145875,0.215423,,,,
0.0002,0,-677,0,-677,0,-10,0,-5,0.134898,-0.144741,0.212987,-0.092138,-0.057562,-0.009576,-0.994035
0.0446,1,-677,0,-677,0,0,0,0,0.134798,-0.144711,0.213068,-0.095416,-0.060393,-0.006682,-0.993581
0.0806,0,-673,0,-671,0,5,0,7,0.134674,-0.144745,0.213139,-0.100441,-0.060616,-0.006705,-0.993072
0.1187,0,-663,0,-664,0,15,0,11,0.134458,-0.144907,0.213851,-0.083380,-0.029368,-0.012492,-0.996007
0.1546,1,-653,0,-651,0,18,0,17,0.134089,-0.145005,0.213896,-0.089245,-0.027611,-0.012052,-0.995554
0.1926,0,-641,0,-640,0,19,0,20,0.133699,-0.145152,0.213950,-0.103600,-0.029017,-0.010761,-0.994137
0.2285,0,-630,0,-628,0,19,0,20,0.133404,-0.145203,0.213920,-0.100759,-0.030215,-0.013373,-0.994362
0.2646,1,-618,0,-618,0,18,0,19,0.133019,-0.145293,0.213817,-0.113041,-0.035920,-0.009397,-0.992896
0.3006,1,-607,0,-607,0,18,0,19,0.132527,-0.145196,0.213575,-0.103889,-0.046215,-0.006495,-0.993493
0.3366,1,-595,0,-594,0,20,0,21,0.132034,-0.145148,0.213860,-0.096538,-0.036261,-0.008030,-0.994636
0.3727,0,-584,0,-583,0,19,0,20,0.131530,-0.145077,0.213704,-0.096017,-0.043967,-0.008373,-0.994373
0.4087,1,-573,0,-571,0,17,0,20,0.131042,-0.145196,0.213518,-0.101306,-0.050584,-0.001341,-0.993568
0.4446,0,-562,0,-560,0,19,0,19,0.130592,-0.145266,0.213604,-0.102612,-0.045852,-0.005778,-0.993647
0.4805,0,-550,0,-549,0,19,0,19,0.130183,-0.145311,0.213766,-0.109976,-0.047060,-0.003576,-0.992813
0.5165,1,-537,0,-536,0,19,0,21,0.130114,-0.145355,0.213683,-0.108626,-0.044260,-0.004680,-0.993086
