timestamp_s,motor_1_pos,motor_2_pos,motor_3_pos,motor_4_pos,motor_1_vel,motor_2_vel,motor_3_vel,motor_4_vel,optitrack_x,optitrack_y,optitrack_z,optitrack_qx,optitrack_qy,optitrack_qz,optitrack_qw
-1.0,0,0,0,0,,,,,0.107127,-0.146580,0.215931,,,,
0.0002,1,-5,0,-1,0,0,0,0,0.106121,-0.146634,0.215828,-0.104785,0.043959,-0.022697,-0.993264
0.0420,0,-6,0,-1,0,-1,0,-1,0.106087,-0.146680,0.215844,-0.107329,0.043481,-0.020631,-0.993058
0.0779,1,-11,0,-10,0,-6,0,-10,0.106184,-0.146660,0.216057,-0.107423,0.044975,-0.020392,-0.992986
0.1139,1,-20,0,-22,0,-15,0,-18,0.106806,-0.146748,0.216043,-0.108215,0.034136,-0.016383,-0.993406
0.1500,0,-31,0,-35,0,-17,0,-20,0.107085,-0.146671,0.216186,-0.098709,0.035637,-0.018461,-0.994307
0.1899,1,-44,0,-45,0,-20,0,-19,0.107490,-0.146691,0.216313,-0.097380,0.036856,-0.018261,-0.994397
0.2259,1,-56,0,-58,0,-19,0,-20,0.108090,-0.146596,0.216240,-0.091184,0.046031,-0.018622,-0.994595
0.2661,0,-69,0,-71,0,-19,0,-20,0.108727,-0.146647,0.216086,-0.094546,0.041786,-0.020815,-0.994425
0.3020,0,-80,0,-83,0,-18,0,-20,0.108997,-0.146822,0.215584,-0.109997,0.021838,-0.011297,-0.993628
0.3420,0,-93,0,-94,0,-18,0,-19,0.109329,-0.146830,0.215752,-0.115744,0.027699,-0.013960,-0.992795
0.3780,1,-104,0,-105,0,-19,0,-19,0.110125,-0.146515,0.216263,-0.096041,0.041890,-0.016384,-0.994361
0.4139,0,-116,0,-117,0,-19,0,-20,0.110618,-0.146567,0.215742,-0.104471,0.016651,-0.014675,-0.994280
0.4499,0,-127,0,-129,0,-19,0,-19,0.111005,-0.146593,0.216090,-0.099994,0.036525,-0.022003,-0.994074
0.4859,0,-138,0,-140,0,-18,0,-20,0.111196,-0.146648,0.216287,-0.095119,0.042858,-0.018275,-0.994375
0.5219,1,-150,0,-152,0,-18,0,-19,0.111845,-0.146847,0.216304,-0.095825,0.043904,-0.013627,-0.994336
0.5579,0,-161,0,-164,0,-19,0,-19,0.112455,-0.146529,0.216277,-0.098766,0.036718,-0.018279,-0.994265
0.5980,1,-174,0,-176,0,-19,0,-20,0.112847,-0.146501,0.216112,-0.096491,0.035009,-0.018708,-0.994542
0.6339,0,-185,0,-188,0,-19,0,-20,0.113231,-0.146498,0.215325,-0.109596,-0.006792,-0.005906,-0.993935
0.6739,0,-198,0,-201,0,-18,0,-20,0.113926,-0.146420,0.216550,-0.099254,0.038100,-0.014817,-0.994222
0.7099,0,-209,0,-212,0,-18,0,-19,0.114417,-0.146451,0.216243,-0.101997,0.023011,-0.012975,-0.994434
0.7459,0,-221,0,-224,0,-18,0,-19,0.115069,-0.146565,0.215659,-0.116406,0.011241,-0.014924,-0.993026
0.7870,0,-233,0,-238,0,-19,0,-20,0.115389,-0.146534,0.216265,-0.103376,0.034959,-0.019729,-0.993832
0.8269,0,-246,0,-248,0,-19,0,-19,0.115925,-0.146485,0.216328,-0.094915,0.037159,-0.019602,-0.994599
0.8629,0,-257,0,-262,0,-18,0,-19,0.116337,-0.146461,0.216353,-0.096043,0.037665,-0.017952,-0.994502
0.9030,0,-269,0,-273,0,-18,0,-20,0.116836,-0.146432,0.216068,-0.097456,0.023492,-0.014202,-0.994861
0.9389,0,-279,0,-286,0,-19,0,-20,0.117381,-0.146330,0.216000,-0.092876,0.022681,-0.017336,-0.995268
0.9749,0,-291,0,-298,0,-19,0,-19,0.117770,-0.146361,0.215805,-0.084772,0.017978,-0.016824,-0.996096
1.0149,0,-303,0,-310,0,-18,0,-18,0.118504,-0.146493,0.215692,-0.092661,0.019297,-0.018644,-0.995336
1.0509,1,-315,0,-321,0,-19,0,-20,0.119010,-0.146302,0.215647,-0.092278,0.012259,-0.021375,-0.995428
1.0869,0,-326,0,-333,0,-19,0,-20,0.119476,-0.146359,0.215672,-0.095967,0.002525,-0.014184,-0.995280
1.1229,0,-338,0,-345,0,-19,0,-20,0.119773,-0.146374,0.215676,-0.094523,0.002958,-0.012458,-0.995440
1.1589,0,-348,0,-356,0,-18,0,-19,0.120404,-0.146289,0.215688,-0.089037,0.011915,-0.014647,-0.995849
1.1949,0,-359,0,-367,0,-19,0,-18,0.120771,-0.146220,0.215466,-0.092942,0.006386,-0.016434,-0.995516
1.2308,0,-372,0,-379,0,-18,0,-19,0.121223,-0.146105,0.215393,-0.089353,0.005029,-0.018090,-0.995823
